Disease,Symptoms,Prescription,Tests,Precautions,Doctor_Category,Description,Severity_Score
Food Poisoning,loose motions case_3002,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,abdominal cramps vomiting case_3003,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Minor Injury,bleeding cut wound case_3004,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,hand injury bleeding case_3005,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,minor cut pain case_3006,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,wound bleeding case_3007,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Common Cold,sneezing runny nose case_3008,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,nasal congestion cough case_3009,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,sore throat cold case_3010,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,runny nose headache case_3011,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Influenza,high fever body pain case_3012,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,fever chills cough case_3013,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,headache fatigue fever case_3014,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,weakness fever case_3015,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Viral Fever,fever headache case_3016,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,mild fever fatigue case_3017,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,fever body ache case_3018,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,low grade fever case_3019,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Bacterial Pneumonia,high fever chest pain case_3020,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,productive cough breathlessness case_3021,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,shortness of breath fever case_3022,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,chest tightness cough case_3023,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Asthma,wheezing breathlessness case_3024,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,chest tightness wheezing case_3025,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,shortness of breath case_3026,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,night cough wheeze case_3027,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Migraine,severe headache nausea case_3028,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,throbbing headache case_3029,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,headache light sensitivity case_3030,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,vomiting headache case_3031,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Food Poisoning,vomiting diarrhea case_3032,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,stomach pain nausea case_3033,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,loose motions case_3034,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,abdominal cramps vomiting case_3035,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Minor Injury,bleeding cut wound case_3036,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,hand injury bleeding case_3037,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,minor cut pain case_3038,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,wound bleeding case_3039,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Common Cold,sneezing runny nose case_3040,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,nasal congestion cough case_3041,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,sore throat cold case_3042,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,runny nose headache case_3043,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Influenza,high fever body pain case_3044,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,fever chills cough case_3045,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,headache fatigue fever case_3046,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,weakness fever case_3047,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Viral Fever,fever headache case_3048,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,mild fever fatigue case_3049,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,fever body ache case_3050,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,low grade fever case_3051,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Bacterial Pneumonia,high fever chest pain case_3052,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,productive cough breathlessness case_3053,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,shortness of breath fever case_3054,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,chest tightness cough case_3055,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Asthma,wheezing breathlessness case_3056,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,chest tightness wheezing case_3057,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,shortness of breath case_3058,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,night cough wheeze case_3059,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Migraine,severe headache nausea case_3060,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,throbbing headache case_3061,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,headache light sensitivity case_3062,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,vomiting headache case_3063,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Food Poisoning,vomiting diarrhea case_3064,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,stomach pain nausea case_3065,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,loose motions case_3066,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,abdominal cramps vomiting case_3067,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Minor Injury,bleeding cut wound case_3068,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,hand injury bleeding case_3069,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,minor cut pain case_3070,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,wound bleeding case_3071,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Common Cold,sneezing runny nose case_3072,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,nasal congestion cough case_3073,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,sore throat cold case_3074,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,runny nose headache case_3075,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Influenza,high fever body pain case_3076,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,fever chills cough case_3077,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,headache fatigue fever case_3078,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,weakness fever case_3079,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Viral Fever,fever headache case_3080,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,mild fever fatigue case_3081,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,fever body ache case_3082,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
